triad_id,historian_1_name,historian_2_name,historian_3_name,historian_1_id,historian_2_id,historian_3_id,side_1,side_2,side_3,perimeter,area,min_angle,max_angle,angle_variance,retrieval_query,created_at
11,David F. Noble,Ranajit Guha,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5065123379,https://openalex.org/A5002552336,0.8257588744163513,0.7619298100471497,0.8469859957695007,2.4346747398376465,0.28354501724243164,0.9455453157424927,1.1228299140930176,0.005576819181442261,history historical,2026-03-13 05:19:19.621017
12,E.F.K. Koerner,André Gunder Frank,David F. Noble,https://openalex.org/A5111379049,https://openalex.org/A5109832124,https://openalex.org/A5103642316,0.705430269241333,0.8358147144317627,0.9244338870048523,2.4656789302825928,0.28216102719306946,0.8188589215278625,1.2768646478652954,0.03496242314577103,historiography linguistic linguistics,2026-03-13 05:19:35.485467
13,David F. Noble,Claude S. Fischer,Steven Shapin,https://openalex.org/A5103642316,https://openalex.org/A5002552336,https://openalex.org/A5002530200,0.8469859957695007,0.798749566078186,0.7783077955245972,2.4240431785583496,0.2816063165664673,0.9836100339889526,1.133649230003357,0.00401334511116147,history historical,2026-03-13 05:19:50.025760
14,Ellen Meiksins Wood,David F. Noble,Claude S. Fischer,https://openalex.org/A5109480611,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8383058309555054,0.8469859957695007,0.7448194622993469,2.4301111698150635,0.28147998452186584,0.9154950380325317,1.1235032081604004,0.008745633997023106,political capitalism democracy,2026-03-13 05:20:04.792216
15,David F. Noble,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.7732316851615906,0.7972544431686401,0.8469859957695007,2.4174721240997314,0.2799248993396759,0.9774667620658875,1.1388803720474243,0.004583339672535658,history historical,2026-03-13 05:20:22.608696
16,John Marincola,David F. Noble,David Harvey,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5060947607,0.8899391293525696,0.8844131231307983,0.6831560134887695,2.4575083255767822,0.27966922521591187,0.7904295325279236,1.1830470561981201,0.03300206735730171,historiography ancient authority,2026-03-13 05:20:36.620126
17,Clifford Geertz,David F. Noble,Claude S. Fischer,https://openalex.org/A5110330477,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8291078805923462,0.8469859957695007,0.7429574131965637,2.419051170349121,0.2789800763130188,0.9182503819465637,1.133244276046753,0.00862395390868187,social geertz anthropology,2026-03-13 05:20:50.850426
18,John Marincola,André Gunder Frank,David F. Noble,https://openalex.org/A5046659216,https://openalex.org/A5109832124,https://openalex.org/A5103642316,0.7056821584701538,0.8358147144317627,0.8899391293525696,2.431436061859131,0.2770223617553711,0.8403244018554688,1.220718502998352,0.024672796949744225,historiography ancient authority,2026-03-13 05:21:06.637220
19,E.F.K. Koerner,David F. Noble,Anthony Giddens,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5034980949,0.9244338870048523,0.8687724471092224,0.6669480800628662,2.4601545333862305,0.27657607197761536,0.759765625,1.268498420715332,0.0453215055167675,historiography linguistic linguistics,2026-03-13 05:21:21.311014
20,David F. Noble,Ranajit Guha,Henri Pirenne,https://openalex.org/A5103642316,https://openalex.org/A5065123379,https://openalex.org/A5046931852,0.8257588744163513,0.7973760366439819,0.7732316851615906,2.396366596221924,0.2756882309913635,0.9925048351287842,1.1068284511566162,0.002190507249906659,history historical,2026-03-13 05:21:35.770499
21,John Marincola,David F. Noble,Arjun Appadurai,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5019075743,0.8899391293525696,0.8652524352073669,0.6811255216598511,2.436316967010498,0.27527326345443726,0.796588659286499,1.205915093421936,0.032146696001291275,historiography ancient authority,2026-03-13 05:21:52.244005
22,André Gunder Frank,David F. Noble,Claude S. Fischer,https://openalex.org/A5109832124,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8358147144317627,0.8469859957695007,0.7231864333152771,2.40598726272583,0.2746841311454773,0.8883428573608398,1.1405738592147827,0.012747126631438732,economic world frank,2026-03-13 05:22:06.662347
23,Nancy C. M. Hartsock,David F. Noble,Claude S. Fischer,https://openalex.org/A5086786755,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8949692249298096,0.8469859957695007,0.6867188215255737,2.4286742210388184,0.2741674482822418,0.8086729049682617,1.2307430505752563,0.031201889738440514,historical feminist materialism,2026-03-13 05:22:20.912009
24,Arnaldo Momigliano,David F. Noble,Arjun Appadurai,https://openalex.org/A5061949360,https://openalex.org/A5103642316,https://openalex.org/A5019075743,0.8413678407669067,0.8652524352073669,0.7034173011779785,2.4100375175476074,0.2732805907726288,0.849235475063324,1.1771233081817627,0.020232880488038063,historiography ancient life,2026-03-13 05:22:34.545630
25,E.F.K. Koerner,David F. Noble,Henri Pirenne,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5046931852,0.9244338870048523,0.7732316851615906,0.7282166481018066,2.425882339477539,0.27310436964035034,0.8697072863578796,1.325383186340332,0.03967652842402458,historiography linguistic linguistics,2026-03-13 05:22:50.655273
26,Nancy C. M. Hartsock,David F. Noble,Henri Pirenne,https://openalex.org/A5086786755,https://openalex.org/A5103642316,https://openalex.org/A5046931852,0.8949692249298096,0.7732316851615906,0.7400259971618652,2.40822696685791,0.2728307247161865,0.9083775281906128,1.2649778127670288,0.02431132085621357,historical feminist materialism,2026-03-13 05:23:06.615385
27,Nancy C. M. Hartsock,David F. Noble,Steven Shapin,https://openalex.org/A5086786755,https://openalex.org/A5103642316,https://openalex.org/A5002530200,0.8949692249298096,0.7783077955245972,0.7351195812225342,2.4083967208862305,0.2727477252483368,0.8996765613555908,1.264358639717102,0.024590373039245605,historical feminist materialism,2026-03-13 05:23:21.934417
28,E.F.K. Koerner,Ellen Meiksins Wood,David F. Noble,https://openalex.org/A5111379049,https://openalex.org/A5109480611,https://openalex.org/A5103642316,0.6746294498443604,0.8383058309555054,0.9244338870048523,2.4373691082000732,0.2724168300628662,0.7796760201454163,1.2993229627609253,0.04512401297688484,historiography linguistic linguistics,2026-03-13 05:23:39.983064
29,André Gunder Frank,David F. Noble,Steven Shapin,https://openalex.org/A5109832124,https://openalex.org/A5103642316,https://openalex.org/A5002530200,0.8358147144317627,0.7783077955245972,0.768325924873352,2.382448434829712,0.2719007134437561,0.9898567199707031,1.1417813301086426,0.004540360998362303,economic world frank,2026-03-13 05:23:58.482169
30,David F. Noble,David Harvey,Steven Shapin,https://openalex.org/A5103642316,https://openalex.org/A5060947607,https://openalex.org/A5002530200,0.8844131231307983,0.7354053258895874,0.7783077955245972,2.3981261253356934,0.2712991237640381,0.9079833626747131,1.2468370199203491,0.02096257358789444,history historical,2026-03-13 05:24:19.259497
31,John Marincola,David F. Noble,Anthony Giddens,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5034980949,0.8899391293525696,0.8687724471092224,0.66560298204422,2.424314498901367,0.27074575424194336,0.7759107947349548,1.212282657623291,0.03737613186240196,historiography ancient authority,2026-03-13 05:24:33.233963
32,Arnaldo Momigliano,André Gunder Frank,David F. Noble,https://openalex.org/A5061949360,https://openalex.org/A5109832124,https://openalex.org/A5103642316,0.7091214060783386,0.8358147144317627,0.8413678407669067,2.3863039016723633,0.2694396674633026,0.8730535507202148,1.1413663625717163,0.015196647495031357,historiography ancient life,2026-03-13 05:24:45.878918
33,David F. Noble,Gyan Prakash,Henri Pirenne,https://openalex.org/A5103642316,https://openalex.org/A5101722726,https://openalex.org/A5046931852,0.854171097278595,0.744010329246521,0.7732316851615906,2.371413230895996,0.2676173746585846,0.9448034763336182,1.1954201459884644,0.01151824276894331,history historical,2026-03-13 05:24:58.984895
34,David F. Noble,Ranajit Guha,Arjun Appadurai,https://openalex.org/A5103642316,https://openalex.org/A5065123379,https://openalex.org/A5019075743,0.8257588744163513,0.6942734718322754,0.8652524352073669,2.385284900665283,0.2671944797039032,0.8449388742446899,1.2002335786819458,0.022250493988394737,history historical,2026-03-13 05:25:14.303564
35,Ranajit Guha,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5065123379,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.7973760366439819,0.7972544431686401,0.7619298100471497,2.356560230255127,0.2668324410915375,0.9963192939758301,1.0727767944335938,0.0012943110195919871,historiography hegemony dominance,2026-03-13 05:25:29.844518
36,David F. Noble,Perry Anderson,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5110574684,https://openalex.org/A5002552336,0.8344711065292358,0.6972340941429138,0.8469859957695007,2.3786911964416504,0.2666640281677246,0.8550180792808533,1.1596218347549438,0.01864434778690338,history historical,2026-03-13 05:25:52.477054
37,David F. Noble,Anthony Giddens,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5034980949,https://openalex.org/A5002552336,0.8687724471092224,0.6767528057098389,0.8469859957695007,2.3925113677978516,0.2666127681732178,0.8105271458625793,1.1951221227645874,0.02859012968838215,history historical,2026-03-13 05:26:09.906603
38,Arnaldo Momigliano,David F. Noble,Ranajit Guha,https://openalex.org/A5061949360,https://openalex.org/A5103642316,https://openalex.org/A5065123379,0.8413678407669067,0.8257588744163513,0.7027069330215454,2.369833469390869,0.26552101969718933,0.8700261116027832,1.155928373336792,0.015965402126312256,historiography ancient life,2026-03-13 05:26:25.177412
39,David F. Noble,Ranajit Guha,Steven Shapin,https://openalex.org/A5103642316,https://openalex.org/A5065123379,https://openalex.org/A5002530200,0.8257588744163513,0.7484755516052246,0.7783077955245972,2.3525424003601074,0.2649385333061218,0.9692497849464417,1.142297625541687,0.00513802794739604,history historical,2026-03-13 05:26:40.705476
40,Nancy C. M. Hartsock,David F. Noble,Arjun Appadurai,https://openalex.org/A5086786755,https://openalex.org/A5103642316,https://openalex.org/A5019075743,0.8949692249298096,0.8652524352073669,0.6463583707809448,2.4065799713134766,0.2642834484577179,0.7512776255607605,1.2379405498504639,0.04500456154346466,historical feminist materialism,2026-03-13 05:27:05.029860
41,Arnaldo Momigliano,Nancy C. M. Hartsock,David F. Noble,https://openalex.org/A5061949360,https://openalex.org/A5086786755,https://openalex.org/A5103642316,0.6599995493888855,0.8949692249298096,0.8413678407669067,2.396336555480957,0.2641160190105438,0.7775071859359741,1.257267951965332,0.04013900086283684,historiography ancient life,2026-03-13 05:27:21.753499
42,Joan Wallach Scott,E.F.K. Koerner,David F. Noble,https://openalex.org/A5042827585,https://openalex.org/A5111379049,https://openalex.org/A5103642316,0.642215371131897,0.9244338870048523,0.8509401082992554,2.4175891876220703,0.2639943063259125,0.7358221411705017,1.3098690509796143,0.05610768124461174,history feminist fantasy,2026-03-13 05:27:37.222172
43,Nancy C. M. Hartsock,David F. Noble,Peter Burke,https://openalex.org/A5086786755,https://openalex.org/A5103642316,https://openalex.org/A5005874643,0.8949692249298096,0.8878030776977539,0.6328357458114624,2.4156079292297363,0.26366543769836426,0.7257274389266968,1.2185192108154297,0.05174623057246208,historical feminist materialism,2026-03-13 05:27:51.924561
44,David F. Noble,David Harvey,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5060947607,https://openalex.org/A5002552336,0.8844131231307983,0.656707763671875,0.8469859957695007,2.3881068229675293,0.2625877261161804,0.7769233584403992,1.2351049184799194,0.038380544632673264,history historical,2026-03-13 05:28:10.984105
45,David F. Noble,Anthony Giddens,Steven Shapin,https://openalex.org/A5103642316,https://openalex.org/A5034980949,https://openalex.org/A5002530200,0.8687724471092224,0.7123945951461792,0.7783077955245972,2.3594746589660645,0.26234376430511475,0.8882474303245544,1.2415928840637207,0.021437013521790504,history historical,2026-03-13 05:28:27.716424
46,E.F.K. Koerner,David F. Noble,David Harvey,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5060947607,0.9244338870048523,0.8844131231307983,0.6174114346504211,2.4262583255767822,0.261881023645401,0.6953105926513672,1.2841211557388306,0.06439127773046494,historiography linguistic linguistics,2026-03-13 05:28:41.690540
47,André Gunder Frank,David F. Noble,Gabrielle M. Spiegel,https://openalex.org/A5109832124,https://openalex.org/A5103642316,https://openalex.org/A5073828591,0.8358147144317627,0.8515259027481079,0.6752040386199951,2.362544536590576,0.2609557509422302,0.8231814503669739,1.1805328130722046,0.02539484202861786,economic world frank,2026-03-13 05:28:54.830080
48,David F. Noble,Arjun Appadurai,Gabrielle M. Spiegel,https://openalex.org/A5103642316,https://openalex.org/A5019075743,https://openalex.org/A5073828591,0.8652524352073669,0.6573368310928345,0.8515259027481079,2.374114990234375,0.2605688273906708,0.7856906652450562,1.197243571281433,0.03444106876850128,history historical,2026-03-13 05:29:11.134703
49,Gyan Prakash,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5101722726,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.744010329246521,0.7972544431686401,0.7843152284622192,2.32558012008667,0.259553462266922,0.9794196486473083,1.096434235572815,0.002453956287354231,history colonialism third,2026-03-13 05:29:24.312191
50,David F. Noble,Arjun Appadurai,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5019075743,https://openalex.org/A5002552336,0.8652524352073669,0.6565661430358887,0.8469859957695007,2.368804693222046,0.2594655156135559,0.7867943048477173,1.203097939491272,0.03434520587325096,history historical,2026-03-13 05:29:47.775888
51,André Gunder Frank,David F. Noble,Peter Burke,https://openalex.org/A5109832124,https://openalex.org/A5103642316,https://openalex.org/A5005874643,0.8358147144317627,0.8878030776977539,0.6523090600967407,2.375926971435547,0.25934848189353943,0.7740200757980347,1.2576581239700317,0.04095100983977318,economic world frank,2026-03-13 05:30:04.447703
52,Joan Wallach Scott,David F. Noble,Arjun Appadurai,https://openalex.org/A5042827585,https://openalex.org/A5103642316,https://openalex.org/A5019075743,0.8509401082992554,0.8652524352073669,0.6502424478530884,2.3664350509643555,0.2581225037574768,0.7770160436630249,1.2026602029800415,0.03677570819854736,history feminist fantasy,2026-03-13 05:30:23.746935
53,Joan Wallach Scott,David F. Noble,Henri Pirenne,https://openalex.org/A5042827585,https://openalex.org/A5103642316,https://openalex.org/A5046931852,0.8509401082992554,0.7732316851615906,0.7104092836380005,2.334580898284912,0.2578432261943817,0.9006801843643188,1.2190957069396973,0.017220167443156242,history feminist fantasy,2026-03-13 05:30:39.253437
54,Ranajit Guha,Claude S. Fischer,Steven Shapin,https://openalex.org/A5065123379,https://openalex.org/A5002552336,https://openalex.org/A5002530200,0.7619298100471497,0.798749566078186,0.7484755516052246,2.309154987335205,0.2559473216533661,0.9993399977684021,1.1143184900283813,0.0023888794239610434,historiography hegemony dominance,2026-03-13 05:30:55.548401
55,Arnaldo Momigliano,F. M. L. Thompson,David F. Noble,https://openalex.org/A5061949360,https://openalex.org/A5113835045,https://openalex.org/A5103642316,0.6385668516159058,0.8730043768882751,0.8413678407669067,2.3529391288757324,0.2536792755126953,0.7625074982643127,1.2355445623397827,0.04193500056862831,historiography ancient life,2026-03-13 05:31:09.818099
56,David F. Noble,Anthony Giddens,Arjun Appadurai,https://openalex.org/A5103642316,https://openalex.org/A5034980949,https://openalex.org/A5019075743,0.8687724471092224,0.6270880103111267,0.8652524352073669,2.3611128330230713,0.2534436583518982,0.7400363087654114,1.2060116529464722,0.047192275524139404,history historical,2026-03-13 05:31:22.721778
57,E.F.K. Koerner,David F. Noble,Steven Shapin,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5002530200,0.9244338870048523,0.7783077955245972,0.6615334749221802,2.3642749786376953,0.2530737519264221,0.7802784442901611,1.3863970041275024,0.06384216994047165,historiography linguistic linguistics,2026-03-13 05:31:38.023659
58,David F. Noble,Gyan Prakash,Steven Shapin,https://openalex.org/A5103642316,https://openalex.org/A5101722726,https://openalex.org/A5002530200,0.854171097278595,0.6874101758003235,0.7783077955245972,2.3198890686035156,0.2529066801071167,0.8646084666252136,1.2388688325881958,0.023386381566524506,history historical,2026-03-13 05:31:55.427952
59,Georg G. Iggers,David F. Noble,Claude S. Fischer,https://openalex.org/A5025922453,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8102685213088989,0.8469859957695007,0.6671521663665771,2.324406623840332,0.2526400685310364,0.8275163769721985,1.2074514627456665,0.025824246928095818,historiography historians global,2026-03-13 05:32:09.836334
60,Clifford Geertz,E.F.K. Koerner,David F. Noble,https://openalex.org/A5110330477,https://openalex.org/A5111379049,https://openalex.org/A5103642316,0.6231942772865295,0.9244338870048523,0.8291078805923462,2.3767361640930176,0.2523590624332428,0.7188361287117004,1.3550615310668945,0.06767386943101883,social geertz anthropology,2026-03-13 05:32:27.191611
61,E.F.K. Koerner,David F. Noble,Gyan Prakash,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5101722726,0.9244338870048523,0.854171097278595,0.606650710105896,2.385255813598633,0.2518656849861145,0.691817045211792,1.3340650796890259,0.0710941031575203,historiography linguistic linguistics,2026-03-13 05:32:41.511573
62,David F. Noble,Arjun Appadurai,Gyan Prakash,https://openalex.org/A5103642316,https://openalex.org/A5019075743,https://openalex.org/A5101722726,0.8652524352073669,0.6277496814727783,0.854171097278595,2.3471732139587402,0.2511758506298065,0.7473596930503845,1.21355140209198,0.04513143002986908,history historical,2026-03-13 05:33:02.574671
63,André Gunder Frank,Claude S. Fischer,Steven Shapin,https://openalex.org/A5109832124,https://openalex.org/A5002552336,https://openalex.org/A5002530200,0.7231864333152771,0.798749566078186,0.768325924873352,2.290261745452881,0.25112542510032654,0.9586183428764343,1.1288241147994995,0.004852503538131714,economic world frank,2026-03-13 05:33:17.658343
64,F. M. L. Thompson,David F. Noble,Gyan Prakash,https://openalex.org/A5113835045,https://openalex.org/A5103642316,https://openalex.org/A5101722726,0.8730043768882751,0.854171097278595,0.618452787399292,2.345628261566162,0.24922187626361847,0.7320937514305115,1.2331881523132324,0.05018438771367073,social society cambridge,2026-03-13 05:33:30.786434
65,Arnaldo Momigliano,David F. Noble,David Harvey,https://openalex.org/A5061949360,https://openalex.org/A5103642316,https://openalex.org/A5060947607,0.8413678407669067,0.8844131231307983,0.6198081970214844,2.3455891609191895,0.2489691972732544,0.7330873012542725,1.2691341638565063,0.0521390326321125,historiography ancient life,2026-03-13 05:33:57.653440
66,Georg G. Iggers,David F. Noble,Arjun Appadurai,https://openalex.org/A5025922453,https://openalex.org/A5103642316,https://openalex.org/A5019075743,0.8102685213088989,0.8652524352073669,0.6453131437301636,2.320834159851074,0.2485494613647461,0.7881364226341248,1.255483865737915,0.03769131377339363,historiography historians global,2026-03-13 05:34:13.214695
67,David F. Noble,Arjun Appadurai,Henri Pirenne,https://openalex.org/A5103642316,https://openalex.org/A5019075743,https://openalex.org/A5046931852,0.8652524352073669,0.6708472371101379,0.7732316851615906,2.3093314170837402,0.24833521246910095,0.836588978767395,1.2781769037246704,0.032707467675209045,history historical,2026-03-13 05:34:25.730557
68,Nancy C. M. Hartsock,David F. Noble,Gabrielle M. Spiegel,https://openalex.org/A5086786755,https://openalex.org/A5103642316,https://openalex.org/A5073828591,0.8949692249298096,0.8515259027481079,0.6049076914787292,2.351402759552002,0.24712930619716644,0.7056874632835388,1.2853974103927612,0.0613471083343029,historical feminist materialism,2026-03-13 05:34:38.370789
69,Arnaldo Momigliano,Clifford Geertz,David F. Noble,https://openalex.org/A5061949360,https://openalex.org/A5110330477,https://openalex.org/A5103642316,0.640178918838501,0.8291078805923462,0.8413678407669067,2.310654640197754,0.24689392745494843,0.7864549160003662,1.1952589750289917,0.034201983362436295,historiography ancient life,2026-03-13 05:34:51.164006
70,Nancy C. M. Hartsock,David F. Noble,Ranajit Guha,https://openalex.org/A5086786755,https://openalex.org/A5103642316,https://openalex.org/A5065123379,0.8949692249298096,0.8257588744163513,0.6184557676315308,2.339183807373047,0.24671106040477753,0.7310650944709778,1.3099699020385742,0.05727878212928772,historical feminist materialism,2026-03-13 05:35:05.058716
71,E.F.K. Koerner,David F. Noble,Ranajit Guha,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5065123379,0.9244338870048523,0.8257588744163513,0.6087071895599365,2.3589000701904297,0.2464086413383484,0.7017953991889954,1.3727205991744995,0.07522102445363998,historiography linguistic linguistics,2026-03-13 05:35:23.987927
72,Arnaldo Momigliano,David F. Noble,Gyan Prakash,https://openalex.org/A5061949360,https://openalex.org/A5103642316,https://openalex.org/A5101722726,0.8413678407669067,0.854171097278595,0.6242336630821228,2.319772720336914,0.2459661066532135,0.7539195418357849,1.2129079103469849,0.04324846342206001,historiography ancient life,2026-03-13 05:35:35.877599
73,Clifford Geertz,David F. Noble,Henri Pirenne,https://openalex.org/A5110330477,https://openalex.org/A5103642316,https://openalex.org/A5046931852,0.8291078805923462,0.7732316851615906,0.6776046752929688,2.2799441814422607,0.24513506889343262,0.8706404566764832,1.21031653881073,0.01932026445865631,social geertz anthropology,2026-03-13 05:35:48.064902
74,John Marincola,Ellen Meiksins Wood,David F. Noble,https://openalex.org/A5046659216,https://openalex.org/A5109480611,https://openalex.org/A5103642316,0.608058750629425,0.8383058309555054,0.8899391293525696,2.3363037109375,0.24503260850906372,0.7166835069656372,1.2920597791671753,0.0588444285094738,historiography ancient authority,2026-03-13 05:36:01.533535
75,Gyan Prakash,Claude S. Fischer,Steven Shapin,https://openalex.org/A5101722726,https://openalex.org/A5002552336,https://openalex.org/A5002530200,0.7843152284622192,0.798749566078186,0.6874101758003235,2.270474910736084,0.2450128048658371,0.8981885313987732,1.140619158744812,0.011340416967868805,history colonialism third,2026-03-13 05:36:22.639542
76,F. M. L. Thompson,David F. Noble,Ranajit Guha,https://openalex.org/A5113835045,https://openalex.org/A5103642316,https://openalex.org/A5065123379,0.8730043768882751,0.8257588744163513,0.6208025813102722,2.319565773010254,0.24470168352127075,0.7462455034255981,1.2686004638671875,0.048639822751283646,social society cambridge,2026-03-13 05:36:37.750922
77,David F. Noble,David Harvey,Henri Pirenne,https://openalex.org/A5103642316,https://openalex.org/A5060947607,https://openalex.org/A5046931852,0.8844131231307983,0.6494251489639282,0.7732316851615906,2.307070016860962,0.24395939707756042,0.7944544553756714,1.3321020603179932,0.0486946702003479,history historical,2026-03-13 05:36:54.407092
78,John Marincola,David F. Noble,Ranajit Guha,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5065123379,0.8899391293525696,0.8257588744163513,0.6121744513511658,2.3278725147247314,0.2439415007829666,0.7260208129882812,1.3059512376785278,0.05800154432654381,historiography ancient authority,2026-03-13 05:37:08.975881
79,Joan Wallach Scott,David F. Noble,Claude S. Fischer,https://openalex.org/A5042827585,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8509401082992554,0.8469859957695007,0.6157822608947754,2.3137083053588867,0.24358747899532318,0.7422429919242859,1.2056589126586914,0.04652251675724983,history feminist fantasy,2026-03-13 05:37:25.310382
80,Arnaldo Momigliano,David F. Noble,Anthony Giddens,https://openalex.org/A5061949360,https://openalex.org/A5103642316,https://openalex.org/A5034980949,0.8413678407669067,0.8687724471092224,0.607892632484436,2.318032741546631,0.24267460405826569,0.7261443138122559,1.249879002571106,0.0527222640812397,historiography ancient life,2026-03-13 05:37:39.898985
81,Clifford Geertz,David F. Noble,Peter Burke,https://openalex.org/A5110330477,https://openalex.org/A5103642316,https://openalex.org/A5005874643,0.8291078805923462,0.8878030776977539,0.6071197390556335,2.324030637741089,0.2426144778728485,0.7197582721710205,1.3015259504318237,0.059081535786390305,social geertz anthropology,2026-03-13 05:37:53.622646
82,Nancy C. M. Hartsock,Clifford Geertz,David F. Noble,https://openalex.org/A5086786755,https://openalex.org/A5110330477,https://openalex.org/A5103642316,0.6045370101928711,0.8291078805923462,0.8949692249298096,2.3286142349243164,0.24257098138332367,0.7126048803329468,1.3167747259140015,0.06295037269592285,historical feminist materialism,2026-03-13 05:38:07.226048
83,Ellen Meiksins Wood,David F. Noble,Henri Pirenne,https://openalex.org/A5109480611,https://openalex.org/A5103642316,https://openalex.org/A5046931852,0.8383058309555054,0.7732316851615906,0.6629822254180908,2.274519681930542,0.2422790378332138,0.8443489074707031,1.2382776737213135,0.025932559743523598,political capitalism democracy,2026-03-13 05:38:23.059661
