paperId,title,year,paperCitationCount,history_relevance_score,authorId,authorName,authorPosition,authorCount,isFirstAuthor,isLastAuthor
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5045697108,Stephen Gill,1,13,1,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5045697108,Stephen Gill,2,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5045697108,Stephen Gill,3,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5045697108,Stephen Gill,4,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5062395162,Robert W. Cox,5,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5084834002,Mark Rupert,6,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5045697108,Stephen Gill,7,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5055758190,Enrico Augelli,8,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5006892866,Giovanni Arrighi,9,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5026516847,Barry K. Gills,10,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5084819980,Otto Holman,11,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5014641842,Kees van der Pijl,12,13,0,0
https://openalex.org/W1896517735,"Gramsci, Historical Materialism and International Relations",1993,622,2,https://openalex.org/A5062395162,Robert W. Cox,13,13,0,1
https://openalex.org/W4229865389,Authority and Tradition in Ancient Historiography,1997,783,5,https://openalex.org/A5046659216,John Marincola,1,1,1,1
https://openalex.org/W2050551235,Democracy Against Capitalism: Renewing Historical Materialism.,1996,251,4,https://openalex.org/A5090412515,Alex Dupuy,1,2,1,0
https://openalex.org/W2050551235,Democracy Against Capitalism: Renewing Historical Materialism.,1996,251,4,https://openalex.org/A5109480611,Ellen Meiksins Wood,2,2,0,1
https://openalex.org/W1499622362,Writing Social History,1998,484,3,https://openalex.org/A5012826390,Sumit Sarkar,1,1,1,1
https://openalex.org/W2127955466,America Calling: A Social History of the Telephone to 1940,1994,667,2,https://openalex.org/A5072797175,Howard P. Segal,1,2,1,0
https://openalex.org/W2127955466,America Calling: A Social History of the Telephone to 1940,1994,667,2,https://openalex.org/A5002552336,Claude S. Fischer,2,2,0,1
https://openalex.org/W2330048065,Democracy against Capitalism: Renewing Historical Materialism,1996,447,3,https://openalex.org/A5109100222,David K. Brown,1,2,1,0
https://openalex.org/W2330048065,Democracy against Capitalism: Renewing Historical Materialism,1996,447,3,https://openalex.org/A5109480611,Ellen Meiksins Wood,2,2,0,1
https://openalex.org/W2345357206,Journal of Economic and Social History Of the Orient.,1959,449,2,https://openalex.org/A5039159937,Gaston Wiet,1,1,1,1
https://openalex.org/W2041660848,The Condition of Postmodernity: An Enquiry into the Origins of Cultural Change,1991,4970,3,https://openalex.org/A5006326554,Paul Walker Clarke,1,2,1,0
https://openalex.org/W2041660848,The Condition of Postmodernity: An Enquiry into the Origins of Cultural Change,1991,4970,3,https://openalex.org/A5060947607,David Harvey,2,2,0,1
https://openalex.org/W1999193355,"Nationalist Historiography, Patriotic History and the History of the Nation: the Struggle over the Past in Zimbabwe",2004,594,6,https://openalex.org/A5032213199,Terence Ranger,1,1,1,1
https://openalex.org/W1584697775,Thought and language,1962,16888,3,https://openalex.org/A5027610285,L. S. Vygotsky,1,1,1,1
https://openalex.org/W2334527622,The Nation-State and Violence: Volume Two of a Contemporary Critique of Historical Materialism.,1987,415,2,https://openalex.org/A5058771936,Theda Skocpol,1,2,1,0
https://openalex.org/W2334527622,The Nation-State and Violence: Volume Two of a Contemporary Critique of Historical Materialism.,1987,415,2,https://openalex.org/A5034980949,Anthony Giddens,2,2,0,1
https://openalex.org/W2328888533,A Social History of Truth: Civility and Science in Seventeenth-Century England,1994,1000,4,https://openalex.org/A5002530200,Steven Shapin,1,1,1,1
https://openalex.org/W1971331515,"Citizenship, Identity and Social History",1995,548,6,https://openalex.org/A5111629560,Charles Tilly,1,1,1,1
https://openalex.org/W616927018,Germanic Language Histories 'from Below' (1700-2000),2007,186,2,https://openalex.org/A5037162571,Stephan Elspaß,1,4,1,0
https://openalex.org/W616927018,Germanic Language Histories 'from Below' (1700-2000),2007,186,2,https://openalex.org/A5103704971,Nils Langer,2,4,0,0
https://openalex.org/W616927018,Germanic Language Histories 'from Below' (1700-2000),2007,186,2,https://openalex.org/A5011047265,Joachim Scharloth,3,4,0,0
https://openalex.org/W616927018,Germanic Language Histories 'from Below' (1700-2000),2007,186,2,https://openalex.org/A5081360774,Wim Vandenbussche,4,4,0,1
https://openalex.org/W2137947760,The Fantasy of Feminist History,2020,124,6,https://openalex.org/A5042827585,Joan Wallach Scott,1,1,1,1
https://openalex.org/W2022267441,Historiography in the Twentieth Century: From Scientific Objectivity to the Postmodern Challenge,1998,399,8,https://openalex.org/A5109393304,Ann Taylor Allen,1,2,1,0
https://openalex.org/W2022267441,Historiography in the Twentieth Century: From Scientific Objectivity to the Postmodern Challenge,1998,399,8,https://openalex.org/A5025922453,Georg G. Iggers,2,2,0,1
https://openalex.org/W596083614,Waste and want : a social history of trash,1999,636,2,https://openalex.org/A5060588799,Susan Strasser,1,1,1,1
https://openalex.org/W2082844570,A Social History of the Media: From Gutenberg to the Internet,2003,357,3,https://openalex.org/A5039418449,Donna Read,1,1,1,1
https://openalex.org/W4242724764,The Feminist Standpoint: Developing the Ground for a Specifically Feminist Historical Materialism,2003,159,5,https://openalex.org/A5086786755,Nancy C. M. Hartsock,1,1,1,1
https://openalex.org/W2609174888,A Social History of Medicine,1978,463,2,https://openalex.org/A5053027246,Guenter B. Risse,1,2,1,0
https://openalex.org/W2609174888,A Social History of Medicine,1978,463,2,https://openalex.org/A5091633549,Frederick F. Cartwright,2,2,0,1
https://openalex.org/W2490631414,Habermas and Historical Materialism: A Review Essay,2016,213,2,https://openalex.org/A5026281896,Thomas Klikauer,1,1,1,1
https://openalex.org/W2801912492,Forces of Production: A Social History of Industrial Automation,1986,637,2,https://openalex.org/A5110737490,Chris DeBresson,1,2,1,0
https://openalex.org/W2801912492,Forces of Production: A Social History of Industrial Automation,1986,637,2,https://openalex.org/A5103642316,David F. Noble,2,2,0,1
https://openalex.org/W2049860116,A Social History of English,2005,271,2,https://openalex.org/A5098501729,Mr Dick Leith,1,2,1,0
https://openalex.org/W2049860116,A Social History of English,2005,271,2,https://openalex.org/A5066433234,Dick Leith,2,2,0,1
https://openalex.org/W2019093947,Gender and the Politics of History,1988,2995,9,https://openalex.org/A5042827585,Joan Wallach Scott,1,1,1,1
https://openalex.org/W1965944288,"Gramsci, historical materialism and international relations",1994,88,2,https://openalex.org/A5027502666,Christopher Pierson,1,1,1,1
https://openalex.org/W1575465981,Local Knowledge: Further Essays In Interpretive Anthropology,1983,5083,2,https://openalex.org/A5110330477,Clifford Geertz,1,1,1,1
https://openalex.org/W2068217262,The violence of abstraction: The analytical foundations of historical materialism,1990,90,2,https://openalex.org/A5088867108,S. H. Rigby,1,1,1,1
https://openalex.org/W2073193337,The American Census: A Social History,1989,267,3,https://openalex.org/A5044057986,Richard Bach Jensen,1,2,1,0
https://openalex.org/W2073193337,The American Census: A Social History,1989,267,3,https://openalex.org/A5113586366,Margo Anderson,2,2,0,1
https://openalex.org/W1547848350,Historical Materialism: A System of Sociology,2007,165,2,https://openalex.org/A5019501018,N. I. Bukharin,1,1,1,1
https://openalex.org/W2035262813,"The English Common Reader: A Social History of the Mass Reading Public, 1800-1900",1958,861,2,https://openalex.org/A5113440685,Louis B. Wright,1,2,1,0
https://openalex.org/W2035262813,"The English Common Reader: A Social History of the Mass Reading Public, 1800-1900",1958,861,2,https://openalex.org/A5091204757,Richard D. Altick,2,2,0,1
https://openalex.org/W2317866279,Forces of Production: A Social History of Industrial Automation,1985,575,2,https://openalex.org/A5064336799,Marco Diani,1,3,1,0
https://openalex.org/W2317866279,Forces of Production: A Social History of Industrial Automation,1985,575,2,https://openalex.org/A5103642316,David F. Noble,2,3,0,0
https://openalex.org/W2317866279,Forces of Production: A Social History of Industrial Automation,1985,575,2,https://openalex.org/A5023492546,Harley Shaiken,3,3,0,1
https://openalex.org/W1492723006,Centuries of Childhood: A Social History of Family Life (review),1964,485,4,https://openalex.org/A5058554592,Ilza Veith,1,1,1,1
https://openalex.org/W4251328558,Experience and Teleology in Ancient Historiography,2013,224,5,https://openalex.org/A5008341991,Jonas Grethlein,1,1,1,1
https://openalex.org/W2089132569,"Money, Sex, and Power: Toward a Feminist Historical Materialism, <i>by Nancy C. M. Hartsock</i>",1984,367,3,https://openalex.org/A5064419279,Gwendolen M. Carter,1,1,1,1
https://openalex.org/W2485446571,The Crisis in Historical Materialism,1990,130,2,https://openalex.org/A5012551094,Stanley Aronowitz,1,1,1,1
https://openalex.org/W2090657621,"Energizing historical materialism: Fossil fuels, space and the capitalist mode of production",2008,250,3,https://openalex.org/A5069494089,Matthew T. Huber,1,1,1,1
https://openalex.org/W175193009,A Social History of Dying,2007,363,3,https://openalex.org/A5023708349,Allan Kellehear,1,1,1,1
https://openalex.org/W2314192375,Time in Ancient Historiography,1966,263,3,https://openalex.org/A5061949360,Arnaldo Momigliano,1,1,1,1
https://openalex.org/W2044677396,Wordsworth's Pope: A Study in Literary Historiography,1996,242,2,https://openalex.org/A5032037427,Greg Garrard,1,2,1,0
https://openalex.org/W2044677396,Wordsworth's Pope: A Study in Literary Historiography,1996,242,2,https://openalex.org/A5060298788,Robert J. Griffin,2,2,0,1
https://openalex.org/W1991754040,Social History of Art,1951,190,3,https://openalex.org/A5006443533,Arnold Hauser,1,1,1,1
https://openalex.org/W2169958961,In the Shadow of the Poorhouse: A Social History of Welfare in America,1987,507,4,https://openalex.org/A5029421239,Walter I. Trattner,1,2,1,0
https://openalex.org/W2169958961,In the Shadow of the Poorhouse: A Social History of Welfare in America,1987,507,4,https://openalex.org/A5048352740,Michael B. Katz,2,2,0,1
https://openalex.org/W2318470551,English Social History.,1945,177,4,https://openalex.org/A5013154757,J. H. Clapham,1,2,1,0
https://openalex.org/W2318470551,English Social History.,1945,177,4,https://openalex.org/A5088989714,George Macaulay Trevelyan,2,2,0,1
https://openalex.org/W4298154131,In the Shadow of the Poorhouse: A Social History of Welfare in America,1987,494,2,https://openalex.org/A5108357635,Clarke A. Chambers,1,2,1,0
https://openalex.org/W4298154131,In the Shadow of the Poorhouse: A Social History of Welfare in America,1987,494,2,https://openalex.org/A5048352740,Michael B. Katz,2,2,0,1
https://openalex.org/W2314538580,A Social History,1938,171,3,https://openalex.org/A5031760855,Avery Craven,1,1,1,1
https://openalex.org/W4298072687,The Fantasy of Feminist History,2011,185,2,https://openalex.org/A5042827585,Joan Wallach Scott,1,1,1,1
https://openalex.org/W1982502530,No Magic Bullet: A Social History of Venereal Disease in the United States since 1880,1986,710,4,https://openalex.org/A5056773475,David J. Pivar,1,2,1,0
https://openalex.org/W1982502530,No Magic Bullet: A Social History of Venereal Disease in the United States since 1880,1986,710,4,https://openalex.org/A5110745636,Allan M. Brandt,2,2,0,1
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5019075743,Arjun Appadurai,1,13,1,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5019075743,Arjun Appadurai,2,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5004866076,Nancy Farriss,3,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5019075743,Arjun Appadurai,4,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5098371393,Igor Kopytoff,5,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5028448803,William H. Davenport,6,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5098092713,Alfred Gell,7,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5109815356,Colin Renfrew,8,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5022605300,Patrick J. Geary,9,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5111783459,Brian S. Spooner,10,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5017313955,Lee V. Cassanelli,11,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5098144202,William M. Reddy,12,13,0,0
https://openalex.org/W2078479875,The Social Life of Things,1986,5916,4,https://openalex.org/A5098415316,C. A. Bayly,13,13,0,1
https://openalex.org/W2080171585,"History, Historiography, and Political Science: Multiple Historical Records and the Problem of Selection Bias",1996,427,6,https://openalex.org/A5034432813,Ian S. Lustick,1,1,1,1
https://openalex.org/W4300955872,An Introduction to the Historiography of Science,1987,222,5,https://openalex.org/A5083384850,Helge Kragh,1,1,1,1
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5029515390,Christina S. Kraus,1,13,1,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5016206598,D. S. Levene,2,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5048083127,Wai-yee Li,3,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5110885003,Heleen Sancisi-Weerdenburg,4,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5021136928,Thomas M. Bolin,5,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5040245434,Katherine Clarke,6,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5017704198,Mary Jaeger,7,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5046659216,John Marincola,8,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5057439776,Piotr Michałowski,9,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5039003977,Timothy Rood,10,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5028247264,David Schaberg,11,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5014781634,Alexander Uchitel,12,13,0,0
https://openalex.org/W23763699,The Limits of Historiography,1999,160,5,https://openalex.org/A5112390914,Christopher Pelling,13,13,0,1
https://openalex.org/W4230651904,ReORIENT,1998,1579,4,https://openalex.org/A5109832124,André Gunder Frank,1,1,1,1
https://openalex.org/W2318664757,Historiography and Postmodernism,1989,187,3,https://openalex.org/A5111862821,F.R. Ankersmit,1,1,1,1
https://openalex.org/W819268910,On the prospect of writing cinema history from below,2006,58,3,https://openalex.org/A5020860253,Richard Maltby,1,1,1,1
https://openalex.org/W2051122287,Historiography and Historiophoty,1988,159,4,https://openalex.org/A5113741553,Hayden White,1,1,1,1
https://openalex.org/W1588789483,The Historiography of the Holocaust,2004,150,3,https://openalex.org/A5043591621,Dan Stone,1,1,1,1
https://openalex.org/W2807903988,The English Common Reader: A Social History of the Mass Reading Public 1800-1900,1958,603,2,https://openalex.org/A5109963862,Jerome Hamilton Buckley,1,2,1,0
https://openalex.org/W2807903988,The English Common Reader: A Social History of the Mass Reading Public 1800-1900,1958,603,2,https://openalex.org/A5091204757,Richard D. Altick,2,2,0,1
https://openalex.org/W2594135518,Paradox of Plenty: A Social History of Eating in Modern America.,1994,236,3,https://openalex.org/A5004345599,Kay Mussell,1,2,1,0
https://openalex.org/W2594135518,Paradox of Plenty: A Social History of Eating in Modern America.,1994,236,3,https://openalex.org/A5058003881,Harvey Levenstein,2,2,0,1
https://openalex.org/W593643224,Dominance without Hegemony: History and Power in Colonial India,1997,1248,6,https://openalex.org/A5065123379,Ranajit Guha,1,1,1,1
https://openalex.org/W159865713,From Social History to the History of Society.,1971,173,3,https://openalex.org/A5112080533,E. J. Hobsbawm,1,1,1,1
https://openalex.org/W2607013909,Studies in Historiography,1967,299,2,https://openalex.org/A5101487755,Paul Ward,1,2,1,0
https://openalex.org/W2607013909,Studies in Historiography,1967,299,2,https://openalex.org/A5061949360,Arnaldo Momigliano,2,2,0,1
https://openalex.org/W2333118207,The Soslovie (Estate) Paradigm and Russian Social History,1986,184,8,https://openalex.org/A5049648843,Gregory L. Freeze,1,1,1,1
https://openalex.org/W2129941150,Planning in the Public Domain: From Knowledge to Action,2020,1491,2,https://openalex.org/A5011435043,John Friedmann,1,1,1,1
https://openalex.org/W2036318533,The Past as Text: The Theory and Practice of Medieval Historiography,1999,260,6,https://openalex.org/A5012197619,Bernhard W. Scholz,1,2,1,0
https://openalex.org/W2036318533,The Past as Text: The Theory and Practice of Medieval Historiography,1999,260,6,https://openalex.org/A5073828591,Gabrielle M. Spiegel,2,2,0,1
https://openalex.org/W2056699206,Romancing the Past: The Rise of Vernacular Prose Historiography in Thirteenth-Century France.,1997,236,4,https://openalex.org/A5043114939,Jeanette Beer,1,2,1,0
https://openalex.org/W2056699206,Romancing the Past: The Rise of Vernacular Prose Historiography in Thirteenth-Century France.,1997,236,4,https://openalex.org/A5073828591,Gabrielle M. Spiegel,2,2,0,1
https://openalex.org/W2024304361,A Social History of Housing 1815–1985,2025,190,2,https://openalex.org/A5110912392,John Burnett,1,1,1,1
https://openalex.org/W4396664143,A History of Muslim Historiography,1968,335,2,https://openalex.org/A5113732971,Franz Rosenthal,1,1,1,1
https://openalex.org/W2160732328,Karl Marx's Theory of History,1979,759,3,https://openalex.org/A5031412328,G. A. Cohen,1,1,1,1
https://openalex.org/W2053302681,Social Justice and the Study and Practice of Leadership in Education: A Feminist History,2006,102,3,https://openalex.org/A5079508688,Jill Blackmore,1,1,1,1
https://openalex.org/W4388358652,The Feminist Standpoint: Developing the Ground for a Specifically Feminist Historical Materialism,1998,163,3,https://openalex.org/A5086786755,Nancy C. M. Hartsock,1,1,1,1
https://openalex.org/W1582142808,A Companion to Greek and Roman Historiography,2007,356,3,https://openalex.org/A5046659216,John Marincola,1,1,1,1
https://openalex.org/W2070260767,Discovering the Roman Family: Studies in Roman Social History,1992,212,2,https://openalex.org/A5090792062,Robert Rousselle,1,2,1,0
https://openalex.org/W2070260767,Discovering the Roman Family: Studies in Roman Social History,1992,212,2,https://openalex.org/A5111835636,Keith Bradley,2,2,0,1
https://openalex.org/W1615358994,The historiography of philosophy: four genres,1984,359,4,https://openalex.org/A5079129069,Richard Rorty,1,1,1,1
https://openalex.org/W4206190743,History from Below,1990,83,4,,Kalundi Mango,1,1,1,1
https://openalex.org/W1552241838,The English police: a political and social history,1992,322,3,https://openalex.org/A5032520990,Clive Emsley,1,1,1,1
https://openalex.org/W2610333852,America Calling: A Social History of the Telephone to 1940.,1993,195,3,https://openalex.org/A5039198367,Stephen H. Norwood,1,2,1,0
https://openalex.org/W2610333852,America Calling: A Social History of the Telephone to 1940.,1993,195,3,https://openalex.org/A5002552336,Claude S. Fischer,2,2,0,1
https://openalex.org/W3149478293,"The Savage within: The Social History of British Anthropology, 1885-1945",1992,443,2,https://openalex.org/A5034979873,T. O. Beidelman,1,2,1,0
https://openalex.org/W3149478293,"The Savage within: The Social History of British Anthropology, 1885-1945",1992,443,2,https://openalex.org/A5084778198,Henrike Kuklick,2,2,0,1
https://openalex.org/W1571666961,Economic and Social History of Medieval Europe,2015,321,4,https://openalex.org/A5046931852,Henri Pirenne,1,1,1,1
https://openalex.org/W1550285702,A Social History of the Media: From Gutenberg to the Internet,2002,355,4,https://openalex.org/A5039032681,Asha briggs,1,2,1,0
https://openalex.org/W1550285702,A Social History of the Media: From Gutenberg to the Internet,2002,355,4,https://openalex.org/A5005874643,Peter Burke,2,2,0,1
https://openalex.org/W2173766342,PR!: A Social History of Spin,1996,281,3,https://openalex.org/A5022819147,Stuart Ewen,1,1,1,1
https://openalex.org/W1979419289,"Policing the Crisis: Mugging, the State, and Law and Order",1978,3124,2,https://openalex.org/A5079080213,Robert Reiner,1,6,1,0
https://openalex.org/W1979419289,"Policing the Crisis: Mugging, the State, and Law and Order",1978,3124,2,https://openalex.org/A5104058935,Stuart Hall,2,6,0,0
https://openalex.org/W1979419289,"Policing the Crisis: Mugging, the State, and Law and Order",1978,3124,2,https://openalex.org/A5114003166,Chas Critcher,3,6,0,0
https://openalex.org/W1979419289,"Policing the Crisis: Mugging, the State, and Law and Order",1978,3124,2,https://openalex.org/A5085761291,Tony Jefferson,4,6,0,0
https://openalex.org/W1979419289,"Policing the Crisis: Mugging, the State, and Law and Order",1978,3124,2,https://openalex.org/A5106036745,John B. Clark,5,6,0,0
https://openalex.org/W1979419289,"Policing the Crisis: Mugging, the State, and Law and Order",1978,3124,2,https://openalex.org/A5000469225,Brian Roberts,6,6,0,1
https://openalex.org/W2490156347,Postnarrativist Philosophy of Historiography,2015,139,2,https://openalex.org/A5020615717,Jouni‐Matti Kuukkanen,1,1,1,1
https://openalex.org/W2058789991,Feminist History of Colonial Science,2004,64,5,https://openalex.org/A5087340682,Londa Schiebinger,1,1,1,1
https://openalex.org/W2059776023,A Reconstruction of Historical Materialism.,1987,33,2,https://openalex.org/A5026462174,Charles H. Powers,1,2,1,0
https://openalex.org/W2059776023,A Reconstruction of Historical Materialism.,1987,33,2,https://openalex.org/A5013231282,Jorge Larraín,2,2,0,1
https://openalex.org/W2167145709,"Critical policy sociology: historiography, archaeology and genealogy as methods of policy analysis",2001,238,3,https://openalex.org/A5032764769,Trevor Gale,1,1,1,1
https://openalex.org/W4239152886,Historical Materialism,2013,39,2,https://openalex.org/A5019501018,N. I. Bukharin,1,1,1,1
https://openalex.org/W2063380281,“Ergative Historiography” revisited,2014,137,2,https://openalex.org/A5054291620,Thomas Lindner,1,1,1,1
https://openalex.org/W3092467163,Islamic Historiography,2004,141,7,https://openalex.org/A5048005910,Devin J. Stewart,1,1,1,1
https://openalex.org/W4233036028,Historiography and Historiophoty,1988,257,2,https://openalex.org/A5113741553,Hayden White,1,1,1,1
https://openalex.org/W118147514,Theses on the Philosophy of History,2020,1289,4,https://openalex.org/A5053088793,Walter Benjamín,1,1,1,1
https://openalex.org/W2027941220,Writing Post-Orientalist Histories of the Third World: Perspectives from Indian Historiography,1990,608,6,https://openalex.org/A5101722726,Gyan Prakash,1,1,1,1
https://openalex.org/W4301408969,Historians and Historiography in the Italian Renaissance,1981,328,5,https://openalex.org/A5016905526,Eric Cochrane,1,1,1,1
https://openalex.org/W2046165172,An Introduction to the Historiography of Science,1989,161,5,https://openalex.org/A5057250315,Timothy Lenoir,1,2,1,0
https://openalex.org/W2046165172,An Introduction to the Historiography of Science,1989,161,5,https://openalex.org/A5083384850,Helge Kragh,2,2,0,1
https://openalex.org/W1979525315,Natural Rebels: A Social History of Enslaved Women in Barbados,1989,147,4,https://openalex.org/A5044368570,Hilary Beckles,1,1,1,1
https://openalex.org/W4230340399,A Social History of Education in England,1974,260,2,https://openalex.org/A5058951721,H. C. Barnard,1,3,1,0
https://openalex.org/W4230340399,A Social History of Education in England,1974,260,2,https://openalex.org/A5044124013,John A. Lawson,2,3,0,0
https://openalex.org/W4230340399,A Social History of Education in England,1974,260,2,https://openalex.org/A5014060812,Harold Silver,3,3,0,1
https://openalex.org/W4229816025,An Introduction to the Social History of Nursing,2002,259,3,https://openalex.org/A5006018149,Robert Dingwall,1,3,1,0
https://openalex.org/W4229816025,An Introduction to the Social History of Nursing,2002,259,3,https://openalex.org/A5022206779,Anne Marie Rafferty,2,3,0,0
https://openalex.org/W4229816025,An Introduction to the Social History of Nursing,2002,259,3,https://openalex.org/A5111488088,Charles Webster,3,3,0,1
https://openalex.org/W2330175224,The Classical Foundations of Modern Historiography,1991,313,3,https://openalex.org/A5086559387,Carl Page,1,1,1,1
https://openalex.org/W2029064473,Descent into Discourse: The Reification of Language and the Writing of Social History.,1991,186,3,https://openalex.org/A5060525720,David A. Hollinger,1,2,1,0
https://openalex.org/W2029064473,Descent into Discourse: The Reification of Language and the Writing of Social History.,1991,186,3,https://openalex.org/A5060517090,Bryan D. Palmer,2,2,0,1
https://openalex.org/W2063931128,A Social History of England,1983,125,3,https://openalex.org/A5113458618,Asa Briggs,1,1,1,1
https://openalex.org/W1966203043,"Women, Class and Sexual Differences in the 1830s and 1840s: Some Reflections on the Writing of a Feminist History",1984,114,4,https://openalex.org/A5079457077,Sally Alexander,1,1,1,1
https://openalex.org/W4210736876,The Indian Economic and Social History Review,1973,289,2,,N/A,1,1,1,1
https://openalex.org/W2003197066,In Other Worlds: Essays in Cultural Politics.,1988,2863,4,https://openalex.org/A5032526306,Sara Suleri,1,2,1,0
https://openalex.org/W2003197066,In Other Worlds: Essays in Cultural Politics.,1988,2863,4,https://openalex.org/A5017205046,Gayatri Chakravorty Spivak,2,2,0,1
https://openalex.org/W2909562799,French Colonial Histories From Below,2018,39,14,https://openalex.org/A5073174844,Claire Eldridge,1,2,1,0
