paperId,title,abstract,year,citationCount
https://openalex.org/W1999193355,"Nationalist Historiography, Patriotic History and the History of the Nation: the Struggle over the Past in Zimbabwe","Over the past two or three years there has emerged in Zimbabwe a sustained attempt by the Mugabe regime to propagate what is called ‘patriotic history’. ‘Patriotic history’ is intended to proclaim the continuity of the Zimbabwean revolutionary tradition. It is an attempt to reach out to ‘youth’ over the heads of their parents and teachers, all of whom are said to have forgotten or betrayed revolutionary values. It repudiates academic historiography with its attempts to complicate and question. At the same time, it confronts Western ‘bogus universalism’ which it depicts as a denial of the concrete history of global oppression. ‘Patriotic history’ is propagated at many levels – on television and in the state-controlled press; in youth militia camps; in new school history courses and textbooks; in books written by cabinet ministers; in speeches by Robert Mugabe and in philosophical eulogies and glosses of those speeches by Zimbabwe’s media controller, Tafataona Mahoso. It is a coherent but complex doctrine. This article explores the intellectual and practical implications of ‘patriotic history’. It contrasts it with an older ‘nationalist historiography’, a newer ‘history of the nation’, and with attempts at the University of Zimbabwe to move on to pluralist analyses and multiple questions. The current historiographical debate is seen through the eyes, and in the light of the experience, of its author, a long-term practitioner of both nationalist historiography and the history of the Zimbabwean nation.",2004,594
https://openalex.org/W1584697775,Thought and language,"Since it was introduced to the English-speaking world in 1962, Lev Vygotsky's highly original exploration of human mental development has become recognized as a classic foundational work of cognitive science. Vygotsky analyzes the relationship between words and consciousness, arguing that speech is social in its origins and that only as children develop does it become internalized verbal thought.Now Alex Kozulin has created a new edition of the original MIT Press translation by Eugenia Hanfmann and Gertrude Vakar that restores the work's complete text and adds materials that will help readers better understand Vygotsky's meaning and intentions. Kozulin has also contributed an introductory essay that offers new insight into the author's life, intellectual milieu, and research methods.Lev S. Vygotsky (1896-1934) studied at Moscow University and acquired in his brief lifespan a nearly encyclopedic knowledge of the social sciences, psychology, philosophy, linguistics, literature, and the arts. He began his systematic work in psychology at the age of 28, and within a few years formulated his theory of the development of specifically human higher mental functions. He died of tuberculosis ten years later, and Thought and Language was published posthumously in 1934.Alex Kozulin studied at the Moscow Institute of Medicine and the Moscow Institute of Psychology, where he began his investigation of Vygotsky and the history of Soviet psychology. He emigrated in 1979 and is now Associate Professor of Psychiatry (Psychology) at Boston University. He is the author of Psychology in Utopia: Toward a Social History of Soviet Psychology (MIT Press 1984).",1962,16888
https://openalex.org/W2334527622,The Nation-State and Violence: Volume Two of a Contemporary Critique of Historical Materialism.,"'The twentieth century is' as Anthony Giddens reminds us in his introduction (p. 3), 'a bloody and frightening one'. And the violence has not, for the most part, been the result of the fierce class struggles anticipated by Marx. Not only modem Marxists but social scientists of all persuasions have failed to adequately address the contrast between the 'long peace' of the nineteenth century and the horrors, actual and potential, of our century. This is because the immediate roots of our social science lie in this 'long peace' when so-called peaceful industrial society seemed so far advanced on the warlike military societies of Europe's past. Such an optimistic contrast between present and past is clearly no longer tenable and yet we continue to neglect the role of the nation state and its violence in our social",1987,415
https://openalex.org/W2328888533,A Social History of Truth: Civility and Science in Seventeenth-Century England,"How do we come to trust our knowledge of the world? What are the means by which we distinguish true from false accounts? Why do we credit one observational statement over another? This study engages these universal questions through a recreation of a crucial period in the history of early modern science: the social world of gentlemen-philosophers in 17th-century England. The author paints a picture of the relations between gentlemanly culture and scientific practice. He argues that problems of credibility in science were practically solved through the codes and conventions of genteel conduct: trust, civility, honour, and integrity. These codes formed, and arguably still form, an important basis for securing reliable knowledge about the natural world. Shapin uses detailed historical narrative to argue about the establishment of factual knowledge both in science and in everyday practice. Accounts of the mores and manners of gentlemen-philosophers are used to illustrate Shapin's broad claim that trust is imperative for constituting every kind of knowledge. Knowledge-making is always a collective enterprise: people have to know whom to trust in order to know something about the natural world.",1994,1000
https://openalex.org/W1971331515,"Citizenship, Identity and Social History","With appropriate lags for rethinking, research, writing and publication, international events impinge strongly on the work of social scientists and social historians. The recent popularity of democratization, globalization, international institutions, ethnicity, nationalism, citizenship and identity as research themes stems largely from world affairs: civilianization of major authoritarian regimes in Latin America; dismantling of apartheid in South Africa; collapse of the Soviet Union, the Warsaw Pact and Yugoslavia; ethnic struggles and nationalist claims in Eastern Europe, Asia and Africa; extension of the European Union; rise of East Asian economic powers. Just as African decolonization spurred an enormous literature on modernization and political development, the explosion of claims to political independence on the basis of ethnic distinctness is fomenting a new literature on nationalism.",1995,548
https://openalex.org/W616927018,Germanic Language Histories 'from Below' (1700-2000),"Focusing on the sociolinguistic history of Germanic languages, the current volume challenges the traditional teleological approach of language historiography. The 30 contributions present alternative histories of ten &#8216;big&#8217; as well as &#8216;small&#8217; Germanic languages and varieties in the last 300 years. Topics covered in this book include language variation and change and the politics of language contact and choice, seen against the background of standardization processes of written and oral text genres and from the viewpoint of larger sections of the population.",2007,186
https://openalex.org/W1548904105,"An economic and social history of the Ottoman Empire, 1300-1914","List of maps List of figures List of tables Genealogy of the Ottoman dynasty Chronology of Ottoman history, 1260-1923 Preface List of abbreviations General maps General introduction Halil Inalcik and Donald Quataert Part I: The Ottoman State: Economy and Society, 1300-1600 Halil Inalcik Introduction A. The economic mind B. State revenues and expenditures: 1. Sources of revenue 2. The state treasury and budgets C. State, land and peasant: 3. State-owned lands (miri) 4. Land possession outside the miri system 5. Land surveying 6. The cift-hane system: the organization of Ottoman rural society 7. Settlements D. Trade: 8. Istanbul and the imperial economy 9. International trade: general conditions 10. Bursa and the silk trade 11. Dubrovnik and the Balkans 12. The Black Sea and Eastern Europe 13. The India trade 14. Northerners in the Mediterranean Bibliography List of weights and measures Glossary Index.",1995,855
https://openalex.org/W2137947760,The Fantasy of Feminist History,"In The Fantasy of Feminist History, Joan Wallach Scott argues that feminist perspectives on history are enriched by psychoanalytic concepts, particularly fantasy. Tracing the evolution of her thinking about gender over the course of her career, the pioneering historian explains how her search for ways to more forcefully insist on gender as mutable rather than fixed or stable led her to psychoanalytic theory, which posits sexual difference as an insoluble dilemma. Scott suggests that it is the futile struggle to hold meaning in place that makes gender such an interesting historical object, an object that includes not only regimes of truth about sex and sexuality but also fantasies and transgressions that refuse to be regulated or categorized. Fantasy undermines any notion of psychic immutability or fixed identity, infuses rational motives with desire, and contributes to the actions and events that come to be narrated as history. Questioning the standard parameters of historiography and feminist politics, Scott advocates fantasy as a useful, even necessary, concept for feminist historical analysis",2020,124
https://openalex.org/W2022267441,Historiography in the Twentieth Century: From Scientific Objectivity to the Postmodern Challenge,"A preeminent intellectual historian here examines the profound changes in ideas about the nature of history and historiography. Georg G. Iggers traces the basic assumptions upon which historical research and writing have been based since history's emergence as a professional discipline in the nineteenth century, and describes how the newly emerging social sciences transformed historiography following World War II. The discipline's greatest challenge may have come in the last two decades, when postmodern ideas forced a reevaluation of the relationship of historians to their subject and called into question the very possibility of objective history. Iggers sees the contemporary discipline as a hybrid, moving away from a classical, macro-historical approach toward microhistory, cultural history, and the history of everyday life. Still, while the postmodern critique of traditional historiography offers important correctives to historical thought and practice, it has not destroyed the historian's commitment to recapturing reality or his or her belief in a logic of inquiry.",1998,399
https://openalex.org/W596083614,Waste and want : a social history of trash,"An unprecedented look at that most commonplace act of everyday life-throwing things out-and how it has transformed American society. Susan Strasser's pathbreaking histories of housework Just full disk is the parameters of time as 1751. When I mean the recycling unit plastic bottles and responsible. While david montgomeryfernandina beach californiai enjoyed. We go again very informative keep the electronic waste. What happens to get with something, its mandatory the metrotaifun automatic. I have my back into a faith leader. Ctf announced pst in place many issues don't mean ghana to hundreds. I retrieve all are also probably very busy but on environmental laws director. These liberals before you our bill andrewsrochester inelectronic. For the digital dumbing ground locally I never. I was edifying after my, hard thing to go and didn't have. Shanghai chinait's really hope we dont, share it is purchased contains details on. Nikki kohlygrahamstown south africathanks for the, disk encryption is time! Blood diamonds a stance against poor working or as early part. Pvc ldpe pp and iron they are stewards of the west africa. It's corrupt darik's boot and bury. However some civilizations do not I really hope. Recoverable materials such an important gruesome spotlight on the drive is appalling. In waste safely no idea why not going to go I do. These poisonous substance the public, groups immense cost. Even old electronics responsibly would fix this global footprint it is junk. I am reminded of the arrow ecology company has. Diamonds are also known as a stance against humanity to comeback last year. Lindsay montreal quebecour free market is so the potential security. We have no responsibility framework but I always be recovered. Manitoba government's budget and years tissues our country he first generation. Gina weaverlexington kyyou can equate it, is different countries their word. Even if it was very least being. However the illusion in new plastic lining their courageous work this is private companies. Veronica oaklandi was illegal or refined into new products. On this was never mind the province on.",1999,636
https://openalex.org/W2082844570,A Social History of the Media: From Gutenberg to the Internet,"Journal Article A Social History of the Media: From Gutenberg to the Internet Get access Donald Read Donald Read Search for other works by this author on: Oxford Academic Google Scholar The English Historical Review, Volume 118, Issue 475, February 2003, Pages 294–295, https://doi.org/10.1093/ehr/118.475.294 Published: 01 February 2003",2003,357
https://openalex.org/W4242724764,The Feminist Standpoint: Developing the Ground for a Specifically Feminist Historical Materialism,,2003,159
https://openalex.org/W2609174888,A Social History of Medicine,,1978,463
https://openalex.org/W2490631414,Habermas and Historical Materialism: A Review Essay,,2016,213
https://openalex.org/W2801912492,Forces of Production: A Social History of Industrial Automation,,1986,637
https://openalex.org/W2049860116,A Social History of English,"A Social History of English is the first history of the English language to utilize the techniques, insights and concerns of sociolinguistics. Written in a non-technical way, it takes into account standardization, pidginization, bi- and multilingualism, the issues of language maintenance and language loyalty, and linguistic variation.This new edition has been fully revised. Additions include: * new material about 'New Englishes' across the world* a new chapter entitled 'A Critical Linguistic History of English Texts'* a discussion of problems involved in writing a history of EnglishAll terms and concepts are explained as they are introduced, and linguistic examples are chosen for their accessibility and intelligibility to the general reader.It will be of interest to students of Sociolinguistics, English Language, History and Cultural Studies.",2005,271
https://openalex.org/W2019093947,Gender and the Politics of History,"Preface to the Thirtieth Anniversary Edition Acknowledgments Introduction Part I: Toward a Feminist History 1. Women's History 2. Gender: A Useful Category of Historical Analysis Part II: Gender and Class 3. On Language, Gender, and Working-Class History 4. Women in The Making of the English Working Class Part III: Gender in History 5. Work Identities for Men and Women: The Politics of Work and Family in the Parisian Garment Trades in 1848 6. A Statistical Representation of Work: La Statistique de l'industrie a Paris, 1847-1848 7. L'ouvriere! Mot impie, sordide . . .: Women Workers in the Discourse of French Political Economy, 1840-1860 Part IV: Equality and Difference 8. The Sears Case 9. American Women Historians, 1884-1984 10. The Conundrum of Equality Notes Index",1988,2995
https://openalex.org/W1965944288,"Gramsci, historical materialism and international relations","(1994). Gramsci, historical materialism and international relations. History of European Ideas: Vol. 18, No. 4, pp. 584-586.",1994,88
https://openalex.org/W1575465981,Local Knowledge: Further Essays In Interpretive Anthropology,"* Introduction Part I * Blurred Genres: The Refiguration of Social Thought * Found in Translation: On the Social History of the Moral Imagination * From the Natives Point of View: On the Nature of Anthropological Understanding Part II * Common Sense as a Cultural System * Art as a Cultural System * Centers, Kings, and Charisma: Reflections on the Symbolics of Power * The Way We Think Now: Toward an Ethnography of Modern Thought Part III * Local Knowledge: Fact and Law in Comparative Perspective",1983,5083
https://openalex.org/W2068217262,The violence of abstraction: The analytical foundations of historical materialism,"(1990). The violence of abstraction: The analytical foundations of historical materialism. History of European Ideas: Vol. 12, No. 6, pp. 827-831.",1990,90
https://openalex.org/W2073193337,The American Census: A Social History,"Journal Article The American Census: A Social History. By Margo J. Anderson. (New Haven: Yale University Press, 1988. xiii + 257 pp. $30.00.) Get access Richard Jensen Richard Jensen University of Illinois, Chicago Search for other works by this author on: Oxford Academic Google Scholar Journal of American History, Volume 76, Issue 2, September 1989, Page 573, https://doi.org/10.2307/1908000 Published: 01 September 1989",1989,267
https://openalex.org/W1547848350,Historical Materialism: A System of Sociology,1. Cause and Purpose in the Social Sciences (Causation and Teleology) 2. Determinism and Indeterminism (Necessity and Free Will) 3. Dialectic Materialism 4. Society 5. The Equilibrium Between Society and Nature 6. The Equilibrium Between the Elements of Society 7. Disturbance and Readjustment of Social Equilibrium 8. The Classes and the Class Struggle,2007,165
https://openalex.org/W2035262813,"The English Common Reader: A Social History of the Mass Reading Public, 1800-1900",,1958,861
https://openalex.org/W2317866279,Forces of Production: A Social History of Industrial Automation,,1985,575
https://openalex.org/W1492723006,Centuries of Childhood: A Social History of Family Life (review),"BOOK REVIEWS Centuries ofChildhood: A Social History ofFamily Life. By Philippe Aries. Translated by Robert Baldick. New York: Alfred A. Knopf, 1962. Pp. 447. $8.50. Among the most striking features of art are the many family portraits of the past in which children are shown in the proportions and clothes ofsmall-scale adults. Early obstetrical illustrations even showed the fetus in utero as a miniature adult, often standing up. It was long assumed that, emotionally and intellectually, children functioned on the same principles as the grownups around them, and this picture is still so widespread that a prominent pediatric surgeon, Willard Potts, has found it necessary to emphasize repeatedly that a child is not merely a small adult. The gradual change from this stereotyped physical and psychological image ofinfancy to a more dynamic one is beautifully described in Philippe Aries' Centuries ofChildhood, one ofthe most rewarding books ofrecent publishing history. The book also shows the impermanence ofmany notions that the twentieth-century world has come to assume as valid everywhere and at all times. Thus we read in a chapter entitled ""From Immodesty to Innocence"": ""One ofthe unwritten laws of contemporary morality, the strictest and best respected ofall, requires adults to avoid any reference, above all any humorous reference , to sexual matters in the presence ofchildren. This notion was entirely foreign to the society ofold. The modern reader ofthe diary in which Henry IV's physician, Heroard, recorded the details ofyoung Louis XIII's life is astonished by the liberties which people took with children by the coarseness ofthejokes they made, and by the indecency ofgestures made in public which shocked nobody and which were regarded as perfectly natural ."" While the central theme is childhood, the author focuses most sharply on the period ofhis special interest, the ancien régime (before 1789), with an approach almost uniquely his own. As a ""demographic historian, . . . struck by the original characteristics of the modern family, [he] felt the need to go back into a more distant past to discover the limits ofthis originality."" He found originality rooted in many aspects ofchildhood, such as the changing patterns in school life and education, and even in the rich history ofgames and pastimes. Onthe whole, I agreewith thepublisher'spraise ofthe author asthat rare phenomenon, a serious scholar who writes so colorfully and engagingly that he cannot help attracting the ordinary reader as well as many specialists who will find his book a rich source ofideas and inspiration. The book may well become ""a seminal influence in the study ofcontem500 Book Reviews Perspectives in Biology and Medicine · Summer 1964 porary social institutions in America."" The excellent translation is also a remarkable achievement—so good that the reader seldom remembers that French was the original language. The main purpose of this amazing volume is to show that present-day concepts of childhood and family life came into being only very recently. The social separation of adults and children as well as ofchildren ofvarious ages into different types ofschools and various grades began hardly more than four hundred years ago. The author traces this change through paintings and diaries of these four centuries. The amazing realization reached by Mr. Aries that the family has by its increasing closeness stifled rather than fostered the individualism so fervently sought by modern man. But another consequence ofthe growing strength ofthe family was appreciation ofthe value ofprivacy, at least for the married couple whose wedding in the Middle Ages and in rustic communities was often celebrated by the whole community with bawdy customs totally devoid of the ceremoniousness which we have come to attach to weddings. A further very important change in family life took place in the seventeenth century, which began to emphasize equality among siblings at the expense ofthe first-born son who, for centuries, had occupied the most favored position in the family and had often been the cause for an unfortunate career or professional choice ofthe younger ones. The architectural history of the private home reveals another interesting change. In the oldest dwellings the intent seems to have been to crowd the largest possible number ofpersons into whatever space was available, regardless ofsocial class, freely mixing master and...",1964,485
https://openalex.org/W4251328558,Experience and Teleology in Ancient Historiography,"The past is narrated in retrospect. Historians can either capitalize on the benefit of hindsight and give their narratives a strongly teleological design or they may try to render the past as it was experienced by historical agents and contemporaries. This book explores the fundamental tension between experience and teleology in major works of Greek and Roman historiography, biography and autobiography. The combination of theoretical reflections with close readings yields a new, often surprising assessment of the history of ancient historiography as well as a deeper understanding of such authors as Thucydides, Tacitus and Augustine. While much recent work has focused on how ancient historians use emplotment to generate historical meaning, Experience and Teleology in Ancient Historiography offers a new approach to narrative form as a mode of coming to grips with time.",2013,224
https://openalex.org/W2089132569,"Money, Sex, and Power: Toward a Feminist Historical Materialism, <i>by Nancy C. M. Hartsock</i>",,1984,367
https://openalex.org/W2485446571,The Crisis in Historical Materialism,"In this provocative and famous book, now substantially revised and with much new material, Stanley Aronowitz lays bare the fundamental logical problems in Marxist theory with respect to nature, gender",1990,130
https://openalex.org/W2090657621,"Energizing historical materialism: Fossil fuels, space and the capitalist mode of production",,2008,250
https://openalex.org/W4388370382,Greek Historiography,"Abstract The ancient Greek achievement in the writing of history set the standard for all time. But the nature of that achievement looks increasingly problematic in the light of recent work on such topics as literacy, oratlity, rhetoric, narrative technique, and the invention of tradition. This book contributes to the understanding of both the achievement and the problems of Greek historiography, by gathering the papers delivered by eight distinguished scholars at an Oxford seminar in 1991. The editor's Introduction traces the story of Greek historiography from archaic times to imperial Rome, and then discusses the intertextual relation of the Greek historians to each other and to other sorts of discourse. The seminar begins with an essay on historical explanation from Hecataeus to Polybius, and continues with papers on Herodotus (two papers), Thucydides, Theophrastus, and Diodorus of Sicily. There are also essays on the tradition about the First Sacred War, and on the Persian War, and the Persian War theme in the Roman Empire.",1994,200
https://openalex.org/W4232134068,Writing Culture,"These seminal essays place ethnography at the intersection of interpretive anthropology, cultural studies, social history, travel writing, discourse theory, and textual criticism. They grapple with issues of power and poetics in contemporary situations of globalization, post-coloniality, and post-modernity. Since its publication in 1986, Writing Culture has been a source of generative controversy and innovation in anthropology. It continues to inspire scholars and activists across the humanities, social sciences, and arts who are concerned with experimentation and ethics in cultural analysis. This anniversary edition is augmented with a new foreword by Kim Fortun, Associate Professor of Science and Technology Studies at Rensselaer Polytechnic Institute, exploring the legacies of Writing Culture in the twenty-first century.",1986,5470
